uri:/instrument/1.0/^SOX/chartdata;type=quote;range=1d/csv
ticker:^sox
Company-Name:PHLX Semiconductor
Exchange-Name:NIM
unit:MIN
timezone:EDT
currency:USD
gmtoffset:-14400
previous_close:582.0507
Timestamp:1400592600,1400616000
labels:1400594400,1400598000,1400601600,1400605200,1400608800,1400612400,1400616000
values:Timestamp,close,high,low,open,volume
close:578.8537,583.4684
high:579.1396,583.5165
low:578.8418,583.3294
open:578.8539,583.4684
volume:0,0
1400592659,581.5644,581.5644,581.3605,581.3605,0
1400592719,582.0619,582.0619,581.5706,581.5706,0
1400592779,581.8647,582.1524,581.8256,582.0892,0
1400592839,581.6188,582.0244,581.6071,581.8801,0
1400592899,581.2551,581.6874,581.1558,581.6216,0
1400592959,580.0239,581.2438,579.9192,581.2159,0
1400593019,580.1295,580.1404,579.9084,580.0296,0
1400593079,581.3979,581.4111,580.1038,580.1286,0
1400593139,581.0093,581.6943,581.0090,581.3839,0
1400593199,581.1431,581.3105,580.9020,580.9221,0
1400593259,580.4188,581.1627,580.3040,581.1627,0
1400593319,580.5539,580.6599,580.4339,580.4902,0
1400593379,580.1647,580.5926,580.1395,580.5251,0
1400593439,579.8826,580.2111,579.8701,580.1398,0
1400593499,579.6003,579.8912,579.4206,579.8826,0
1400593559,580.0132,580.0132,579.7317,579.7317,0
1400593619,580.4529,580.4529,580.0309,580.0309,0
1400593679,580.3112,580.4401,580.3112,580.4401,0
1400593739,579.7382,580.3246,579.6846,580.3131,0
1400593799,579.5182,579.7173,579.4444,579.7051,0
1400593859,579.5041,579.5275,579.3809,579.5275,0
1400593919,579.8558,579.8649,579.4567,579.5012,0
1400593979,579.7068,579.9131,579.6974,579.8496,0
1400594039,580.1754,580.1987,579.7363,579.7587,0
1400594099,579.4227,580.1725,579.4227,580.1667,0
1400594159,579.3700,579.3796,579.2275,579.3796,0
1400594218,579.3409,579.4755,579.2432,579.4288,0
1400594279,579.7395,579.7395,579.2378,579.3364,0
1400594339,579.5452,579.7787,579.5452,579.7492,0
1400594399,579.5626,579.5626,579.3077,579.5355,0
1400594459,579.4913,579.6749,579.3806,579.6749,0
1400594519,579.9060,579.9928,579.4883,579.4883,0
1400594579,579.8474,579.9109,579.7202,579.9109,0
1400594639,579.8584,579.9767,579.8490,579.8490,0
1400594699,579.8778,580.0515,579.8381,579.8623,0
1400594759,579.6083,579.9139,579.6083,579.9139,0
1400594819,579.6371,579.6563,579.3358,579.5950,0
1400594879,579.2800,579.5747,579.1019,579.5747,0
1400594939,579.2639,579.3514,579.2411,579.2800,0
1400594999,579.0386,579.3040,579.0386,579.2639,0
1400595059,579.7780,579.7780,579.2084,579.2084,0
1400595119,579.9641,580.0076,579.6509,579.7746,0
1400595179,580.1038,580.1440,579.9589,579.9641,0
1400595238,580.0027,580.1038,579.9780,580.1016,0
1400595299,580.0838,580.1429,579.9816,579.9984,0
1400595359,580.1668,580.1811,580.0574,580.0870,0
1400595419,580.6443,580.7006,580.1612,580.1698,0
1400595479,580.3175,580.6443,580.2955,580.6443,0
1400595539,580.0594,580.4346,580.0594,580.3072,0
1400595599,579.7247,580.0594,579.6685,580.0594,0
1400595659,579.7048,579.7505,579.3882,579.7427,0
1400595719,579.8005,579.8247,579.5479,579.7015,0
1400595779,580.0751,580.0751,579.7919,579.7919,0
1400595839,579.3180,580.0806,579.3099,580.0712,0
1400595899,579.3216,579.5641,579.2874,579.3180,0
1400595959,579.4092,579.4611,579.2606,579.3216,0
1400596019,579.6420,579.6420,579.4283,579.4390,0
1400596079,579.7156,579.7492,579.5803,579.5982,0
1400596139,579.3374,579.6838,579.3125,579.6838,0
1400596199,579.0444,579.3397,578.8853,579.3397,0
1400596259,578.8537,579.1396,578.8537,578.9938,0
1400596319,579.2667,579.2760,578.8418,578.8539,0
1400596379,578.9913,579.2549,578.9909,579.2549,0
1400596439,579.3564,579.3564,578.9771,578.9970,0
1400596499,579.3685,579.5092,579.2823,579.3610,0
1400596559,579.4491,579.4647,579.3593,579.3936,0
1400596619,579.6693,579.7513,579.5085,579.5085,0
1400596679,579.8074,579.8074,579.5584,579.6890,0
1400596739,579.7369,580.0303,579.7369,579.8074,0
1400596799,579.5565,579.7369,579.5374,579.7369,0
1400596859,579.4860,579.5475,579.4043,579.5430,0
1400596919,579.9700,579.9996,579.4860,579.4860,0
1400596979,580.1481,580.1481,579.8635,579.9736,0
1400597039,580.1773,580.2410,580.0314,580.1570,0
1400597099,580.4247,580.5243,580.1716,580.1822,0
1400597159,580.2775,580.4951,580.2775,580.4247,0
1400597219,580.1655,580.2958,580.1608,580.2742,0
1400597279,580.5212,580.5212,580.1655,580.1655,0
1400597339,580.6122,580.6893,580.5278,580.5569,0
1400597399,580.6069,580.6734,580.4790,580.6122,0
1400597459,580.5680,580.5833,580.4954,580.5833,0
1400597519,580.5654,580.5921,580.4818,580.5565,0
1400597579,580.9218,580.9218,580.5571,580.5571,0
1400597639,580.7823,580.9218,580.7823,580.9218,0
1400597699,580.7896,580.7982,580.6965,580.7343,0
1400597759,581.1794,581.2448,580.7896,580.7896,0
1400597819,581.3378,581.3438,581.1693,581.1793,0
1400597879,581.5571,581.6323,581.3514,581.3514,0
1400597939,581.7975,581.8343,581.5895,581.5895,0
1400597999,582.0230,582.0888,581.7975,581.7975,0
1400598059,581.9649,582.1025,581.9551,582.0403,0
1400598119,581.8267,581.9649,581.8267,581.9649,0
1400598179,581.6793,581.8267,581.6788,581.8267,0
1400598239,581.7791,581.7791,581.6722,581.6861,0
1400598299,582.0074,582.0381,581.7791,581.7791,0
1400598359,581.7531,582.0159,581.7476,582.0142,0
1400598419,581.6483,581.8745,581.6483,581.8068,0
1400598479,581.7877,581.7877,581.6281,581.6483,0
1400598539,581.7245,581.8343,581.7245,581.7877,0
1400598599,581.7536,581.8240,581.6718,581.7245,0
1400598657,581.7242,581.7625,581.7170,581.7499,0
1400598719,581.7177,581.7480,581.6836,581.7264,0
1400598779,581.9150,581.9210,581.7614,581.7614,0
1400598838,581.8988,581.9529,581.8894,581.9150,0
1400598899,581.8806,581.9444,581.8600,581.8940,0
1400598959,582.2070,582.2237,581.8806,581.8806,0
1400599019,582.1437,582.2607,582.1437,582.2070,0
1400599079,582.2010,582.2013,582.0740,582.1437,0
1400599139,581.9196,582.2204,581.9196,582.2199,0
1400599199,581.8798,581.9202,581.8406,581.9202,0
1400599259,581.9655,581.9655,581.8741,581.8835,0
1400599319,582.0040,582.0127,581.9556,581.9655,0
1400599377,581.8051,582.0065,581.8051,582.0040,0
1400599439,581.8199,581.9278,581.7874,581.7969,0
1400599496,582.0141,582.0591,581.8242,581.8242,0
1400599559,582.3124,582.3124,582.0366,582.0505,0
1400599619,582.2856,582.3170,582.2350,582.3170,0
1400599679,581.9893,582.2949,581.9893,582.2856,0
1400599739,581.8350,581.9916,581.8028,581.9893,0
1400599799,581.9294,582.0837,581.8392,581.8392,0
1400599859,581.9319,581.9857,581.8201,581.9295,0
1400599919,582.1940,582.2191,581.9164,581.9164,0
1400599979,582.1096,582.2560,582.1096,582.1902,0
1400600033,582.1182,582.1375,582.0982,582.1048,0
1400600099,582.1089,582.1743,582.1089,582.1162,0
1400600158,582.2643,582.2643,582.0410,582.0980,0
1400600219,582.4427,582.4427,582.2490,582.2797,0
1400600279,582.1987,582.4902,582.1987,582.4313,0
1400600339,582.2487,582.2664,582.1514,582.1977,0
1400600399,582.2430,582.2661,582.2158,582.2487,0
1400600459,582.1944,582.2792,582.1841,582.2713,0
1400600519,582.3837,582.3837,582.1926,582.1944,0
1400600579,582.5040,582.5779,582.5001,582.5275,0
1400600639,583.0963,583.0963,582.5007,582.5040,0
1400600699,583.0012,583.1257,583.0010,583.0988,0
1400600759,583.1221,583.1221,583.0042,583.0062,0
1400600819,583.3054,583.3925,583.1221,583.1221,0
1400600879,583.4684,583.5165,583.3154,583.3154,0
1400600939,583.3294,583.4812,583.3294,583.4684,0
1400600999,583.2612,583.3617,583.2531,583.3000,0
1400601059,582.7849,583.2731,582.7849,583.2661,0
1400601119,582.7738,582.9387,582.7738,582.7950,0
1400601179,582.9019,582.9019,582.7244,582.7738,0
1400601239,582.8271,582.9683,582.8175,582.9140,0
1400601299,582.7234,582.8651,582.7052,582.8198,0
1400601359,582.8475,582.9439,582.7173,582.7234,0
1400601419,582.6858,582.8494,582.6858,582.8438,0
1400601479,582.8153,582.8194,582.6074,582.6827,0
1400601539,582.9020,582.9732,582.8153,582.8153,0
1400601599,582.6634,582.9761,582.6515,582.9385,0
1400601654,582.1351,582.6800,582.1351,582.6634,0
1400601719,581.6393,581.9970,581.6393,581.9970,0
1400601779,581.6195,581.7120,581.5851,581.6469,0
1400601839,581.2437,581.6241,581.1760,581.6241,0
1400601899,580.7146,581.2437,580.6518,581.2437,0
1400601959,580.2629,580.7073,580.2585,580.7073,0
1400602019,580.8708,580.8708,580.2535,580.2629,0
1400602079,580.8813,580.8847,580.7834,580.8708,0
1400602139,581.0480,581.0547,580.8063,580.8754,0
1400602199,580.9684,581.1343,580.9666,581.0480,0
1400602259,580.7261,580.9775,580.7102,580.9744,0
1400602319,580.4103,580.7261,580.4103,580.7261,0
1400602379,579.9271,580.4133,579.8371,580.4133,0
1400602439,579.7687,579.9361,579.7352,579.9330,0
1400602499,580.1345,580.2827,579.6891,579.7726,0
1400602559,579.9169,580.1301,579.8437,580.1301,0
1400602619,580.0394,580.0526,579.6912,579.9092,0
1400602679,580.3593,580.3593,580.0413,580.0413,0
1400602739,580.4972,580.4972,580.3076,580.3557,0
1400602799,580.5787,580.6207,580.4941,580.4972,0
1400602859,580.8607,580.8647,580.5833,580.5833,0
1400602919,580.8932,580.9005,580.8236,580.8693,0
1400602979,580.8853,580.9440,580.8831,580.8932,0
1400603039,580.8126,580.8889,580.6910,580.8853,0
1400603099,580.7861,580.8126,580.7533,580.8126,0
1400603159,580.6298,580.8138,580.6283,580.7861,0
1400603219,580.8572,580.8572,580.5911,580.6298,0
1400603279,580.7932,580.8853,580.7624,580.8585,0
1400603339,580.8890,580.9167,580.7861,580.7932,0
1400603340,580.8890,580.8890,580.8890,580.8890,0
